Hospital,Patient Count,Total Billing
Gonzalez PLC,6,113348.71906364584
"and Martin Olson, Hurst",1,6202.930897562807
"Burke, Evans Martinez and",1,37145.73338589414
Jennings-Smith,2,54724.199325985835
Glover PLC,2,81155.71091485108
Group Ford,2,62521.13078332602
"Estes, Logan and Smith",1,7526.90594717944
Gonzales Ltd,3,48182.50741667513
Kelly Inc,3,75895.25002377512
George-Vega,1,16373.874943829946
Inc Ellis,7,119400.87244983847
Ford-Robinson,1,50500.716688669236
Inc Ross,7,156626.5166898137
Duncan-Webb,1,45114.83558711223
Ltd Mccarty,1,41092.12647670139
Nielsen PLC,1,35531.564218660395
Leonard PLC,1,17118.58971098669
"Franklin Smith and Price,",1,2646.135488321118
Warren PLC,4,165235.34963924703
Beasley-Ellison,1,41572.38165807174
and Smith Sons,8,161725.2035781479
PLC Briggs,1,46158.84145515511
Hill LLC,5,90706.4912155253
Jacobs-Ford,1,9109.337859060846
Moran Inc,2,67851.22848405183
"Nguyen, and Monroe Gomez",1,34105.143571817316
Vang-Young,1,15459.353825217762
"and Whitaker, Alexander English",1,32269.73923663017
Conley-Haley,1,28376.853598247977
"and Chen, Wells Williams",1,41418.423683052744
"and York Reyes Day,",1,8046.092950297607
Hanna-Peterson,1,40091.48684219587
Mcgee-Lewis,1,47114.094649495775
Nichols-Garcia,2,71002.25554839075
"and Humphrey Rivera, Mcdonald",1,4012.0824444930695
PLC Nichols,2,61674.809909605014
"Ball, Parker and Summers",1,4516.738201811594
Miller-Cummings,1,36014.55281310507
Ray-Herrera,1,11701.398144922237
Smith-Lopez,4,92735.28670427555
Mcdaniel-Serrano,1,46238.62407681273
Bennett-Vazquez,1,33029.950488804265
Baker-Frank,1,8092.328380324847
"Olson Sanchez, Terrell and",1,37978.851034899766
Duke-Benton,2,68761.32948056207
"Gallegos, and Benson Sloan",1,24025.89665234385
"and Cooper Soto Mccullough,",2,12728.965041426818
Inc Warren,1,37018.450497321304
"and Ellis Stark Flores,",1,31263.5067366
Campbell-Mathews,1,49616.83924530655
Knapp-Ramirez,2,12334.644184312521
"Watkins and Watson, Cooper",2,48408.75270047048
Mann Ltd,2,56977.75872965859
"Anderson Ortiz, Freeman and",1,14276.567421715683
Molina-Hood,1,21508.342506278394
Collins-Hawkins,2,64077.10464536637
"Davis, Perkins Garza and",1,24802.180547639553
"Reed, Young and Mccormick",1,18350.66055721038
"Miller and Reynolds, Paul",1,36139.30704404218
"Gutierrez, and Simpson Brown",2,93046.56308059816
"and Walters Mcclure, Cox",1,30402.743908731834
"and Wood Sanders, Spencer",1,17014.974227982744
Diaz-Nichols,2,24804.815345587605
Chavez-Potts,1,1476.630619040161
"Snow Kim, Davidson and",1,26467.460348454988
Burton-Williams,2,57433.46381372274
Park Group,1,4846.717475650244
"and Poole Hernandez Pitts,",1,33202.51307059532
"Chavez Garner Williams, and",1,27806.55985687796
"Davis, Roberson and Benson",1,19523.637492235473
"Lopez Manning, and Howard",1,33479.288588644464
Taylor-Fernandez,1,11624.460327682993
"Collins, Nelson Owens and",1,22084.94324646234
"Young, and Krueger Mckinney",1,48682.974441219834
Briggs PLC,2,59992.29784423027
"and Chapman Farrell Wallace,",1,4726.171901496833
Odom-Vance,1,32809.78404911927
Lane-Cline,1,11798.700970417416
PLC Stein,2,28000.759905235092
Perez-Adams,1,5387.807067695664
Brown-Miller,1,31509.443100803768
Butler-Dunn,2,62236.038913049895
and Flores Sons,3,19001.133118585334
Martinez-Bailey,2,63027.751041696116
"and Mack, Garrett Grant",1,32687.648155814342
Williams-Morales,1,30699.212486534667
Harris-Santana,1,17852.506192998302
Walsh Ltd,3,100963.96799661464
Holland-Black,1,6727.690555683324
Silva-Rodriguez,1,3277.0474139871076
Charles-White,2,88044.27942140467
Rodriguez-Goodman,1,6730.53439051768
"Dudley, and Guerra Becker",1,18252.64871796094
Clark Ltd,8,216209.7665574408
Patterson Ltd,4,110966.98550589877
"Richardson and Ballard Foster,",1,28262.954828582133
Franklin-Garcia,1,44020.89273790726
"and Snyder, Whitaker Preston",2,47093.289444840564
and Kelley Sons,1,1725.8261514207177
Wade-Smith,1,19464.21432372349
Reed-Hernandez,1,46615.97871296804
"Palmer Phillips, Sampson and",1,36690.60567259766
"Foley Smith, Morrison and",1,11396.784926656317
Vega-Randall,1,10647.545107339094
"Harvey and Allen, Thompson",2,93054.47577777904
Delgado-Armstrong,1,22297.701096226963
"Miller, Miller and Reynolds",2,83365.79954773303
Hudson-Hunt,1,37172.0970876019
"Russell Salinas Chambers, and",1,43586.57285463168
Lloyd-Smith,2,66962.47086059596
"Fitzpatrick, Nielsen and Mcdonald",2,-1774.048437989577
Huang-Levine,1,1750.3461360463657
"Davila Gallagher and Anderson,",1,23981.506165381652
Higgins-Jenkins,1,1910.1176120700477
"Bond and Ball, Torres",1,30735.948256567597
Pitts-Romero,1,34212.14591642948
"Carter, Martin Rojas and",1,37311.76678474582
"and Booker Hall Gonzalez,",1,4507.81169036635
"and Hubbard Bell Sanchez,",1,15392.075044508036
Goodman-Nelson,1,47346.213692109246
Mccall-Howard,1,10636.932777970795
Figueroa-Hernandez,1,13779.515563328849
"Sampson, Wilson and Brown",1,14764.822863672369
"and Murray Jackson Reyes,",1,44467.60867532026
Inc Montgomery,3,49266.31036082476
"Perez and Serrano Brock,",2,41032.502760438714
Nichols-Johnston,1,16471.110876940573
Carrillo-Mueller,1,1713.5546526815353
and Reed Sons,1,10494.331698896174
Patton Inc,1,17689.74626381621
"Thompson, Gordon Ray and",2,1238.6775434682625
Schneider Inc,1,22006.24427023685
Hudson-Martin,1,34596.828318654065
Inc Ayala,1,28465.700552174145
"Mayer Estes Roberts, and",2,43301.564675327456
"Miller Ramirez and King,",1,37735.56341942292
PLC Randolph,1,18148.81754392594
"and Schultz, Harris Levine",1,37096.52457936835
Faulkner-Fuller,1,26448.690408434424
"Cruz, Valenzuela and Howell",1,24102.5690696849
"Garcia, Davis Bishop and",1,12608.80830050716
"Chapman Andrews, and Clements",1,42642.99013977989
Woods-Davis,1,4292.650278792881
Mccullough-Wolf,1,33854.689778334
Newton-Moore,1,23894.287725464874
"Watkins, Wang and Henson",2,39172.046912551545
Sanders Ltd,3,29410.959909495425
"Richardson and Harrison, Johnson",1,30476.186163577204
Valdez-Shelton,1,3947.8030092297518
Carter-Morrow,1,38524.20890967692
Acosta-Dickerson,1,25091.45012209378
Hill and Sons,2,51373.763672042485
"Ellis Mcdaniel and Stark,",1,18662.22825449232
Ltd Conrad,1,1589.50352318586
Young Ltd,9,144184.4880404896
Mcdaniel-Castaneda,1,43866.65847598296
"and Graham Morris, Gonzales",2,30655.484319026455
"Haynes Miller, and Gray",2,73083.78970987034
"Holland, Daniels Brennan and",1,22014.56050630606
Inc Swanson,4,119559.1514847335
PLC Trujillo,3,81305.16739287735
Sons and Olson,2,54200.44494297357
Vazquez and Sons,1,15563.56601798877
Stark-Walker,1,43262.89434820015
"Perry Bryant, Byrd and",1,43147.69163714837
Sons Cox and,5,177723.8274377162
Inc Edwards,5,133788.6292432962
Greene-Garrett,2,23404.239966652465
"Cooper Gomez, and Simmons",1,28518.428021042633
"and Gonzalez Smith, Arnold",1,38026.85302119365
Koch-Simpson,1,8927.66555282264
"and Ramirez Richards, Lyons",1,23079.885703635257
Moore-Brewer,1,29330.124536901432
"Richard and Williams, Robles",2,28848.478747
Gillespie-Scott,1,16679.494005049582
PLC Parks,1,26330.019298241943
Ltd Golden,2,64859.368679526626
Diaz-Huff,1,14092.509106576117
Moss PLC,2,62191.12910839006
Figueroa-Rogers,1,3269.9204217921956
"Weber, and Garcia Young",1,25656.93245816412
and Sons Thompson,4,26374.797984702636
Inc Cantu,1,11111.322825056008
Mason-Krause,1,22210.079894420596
"and Bailey Sawyer, Weiss",1,4508.969057358538
"Miles, Perkins and White",1,27625.343472636636
"Lynch Cole, and Johnson",2,20822.05846872861
Banks-West,1,7210.802232289865
Henson-Morris,1,40511.856567417875
"Ward Diaz, and Donaldson",1,19057.457769423934
Rodriguez-Ali,1,23065.354750801598
"Daniels and Best Shaffer,",1,29967.93474149469
"and Sullivan, Anderson Hayes",1,37885.0773240639
Ward Ltd,3,115202.22761714694
"Anderson, Johnson George and",1,46975.23837992867
PLC Barnett,2,9281.633929345715
Graham-Jones,2,44169.12652711928
Brown-Hanson,2,55192.709587566205
"Brown Fernandez and Fox,",1,17144.047843989272
"Carrillo Castillo, and Taylor",1,46470.08748024574
"Wiley Elliott and Ellis,",1,26812.92062345537
"Morris Robinson and Manning,",1,4613.639790878749
"and Gonzalez, Thomas Cooper",2,70906.53527304591
Robinson-Smith,2,57589.238694620646
LLC Rowe,1,28903.40876996903
"and Holloway Davis, Winters",1,12705.139127736975
Group Mueller,1,28479.883891556456
"Novak, Smith and Graves",2,68796.97518586213
Dixon and Sons,2,73207.2132944698
Murphy-Bailey,2,33548.3009102799
Group Velez,3,59771.5810072802
"and Blair, Powell Kramer",1,8518.247816006355
Porter LLC,2,60501.94557985915
"Taylor Murphy, Gibson and",1,1028.8247294413945
"Munoz and Lewis Smith,",2,56059.982160818756
Klein LLC,2,28892.4206625565
"Perez and Arnold Lewis,",2,87514.83347443955
Higgins LLC,1,34754.060114182714
Watson-Johnson,1,25751.644025897887
LLC Morrison,2,47711.75747341396
"Gibson and Palmer Garcia,",1,44466.658460266706
"Guerrero Ward Lopez, and",1,3112.9848160122074
"Sanders Ortiz Higgins, and",1,17861.364719703015
"Krueger Manning Santiago, and",1,39382.43224932869
"Glover and Marshall Carpenter,",1,14086.010022399572
Washington-Martinez,1,19367.64320071898
Douglas-Hicks,1,45535.244098171854
"Diaz Coleman, Gray and",1,27339.93274591158
"and Hudson Le, Carter",1,46465.41032403738
"Ramsey and Mccarthy Cox,",1,41502.27524283903
"Lloyd Smith and Miller,",1,3811.065122415558
Joseph-Mack,1,28644.135868103873
"York Turner, Harrison and",1,45329.19390363186
Douglas-Brown,1,21998.19423369873
"Fitzgerald, Elliott and Lawson",1,46163.611647173384
"and Massey Grant, Vega",2,39118.02437575046
Foster-Brooks,1,27943.23172158783
"and Mendoza Mathews, Holloway",1,44640.43049505784
Stewart-Lane,1,7106.881884026492
Group Mitchell,4,131057.45713020375
"Bell Parrish, and Reeves",1,6970.550060551552
"Grimes and Turner Turner,",1,24362.974466878404
"Flores and Sims, Smith",1,37180.62128790118
Gomez-Browning,1,10074.166472548259
"Anderson and Giles Johnson,",1,1640.896628784717
Inc Armstrong,4,65311.72344925288
"Calhoun Ewing, and Morris",1,17349.646108682122
Lambert Group,3,76948.50364812439
Lara-Mitchell,1,4554.538596024385
Baker-Bauer,1,1641.7432949548768
"and Lopez Phillips, Mason",1,36100.46734782897
"Mccarty, Mcbride and Ruiz",1,39368.406457970814
Hebert-Hoffman,1,49469.955876987595
"Hogan Jones, Jenkins and",1,13822.733939842865
Brady Sons and,2,48632.57459481215
Sosa-Evans,1,20384.410524217303
Adams-Harrington,1,51055.70560747612
White-Decker,1,15816.017646513665
Johnson-Bautista,1,16357.748645910106
Barrett-Stark,1,10358.35014849254
Brown-Lee,1,27828.73609440668
Hill-Thomas,1,4056.7500141799746
"Johnson, Valenzuela and Wood",1,42556.24982110511
Duncan Ltd,1,2462.6151477480626
Gomez Group,4,86781.70924012066
"Arellano and Davis, Woodward",1,19320.102019300142
"Schmidt, Lewis Miller and",1,45015.52792637199
Parker-Lopez,1,13464.069173346761
Stewart-Garcia,1,14746.397631086531
Reese-Murphy,1,11739.958654725964
Allen-Wallace,1,586.5535687554365
Group Aguilar,1,6701.760584847749
Quinn-Sanchez,1,42934.16583702486
Maxwell-Edwards,1,24101.24471589199
Trujillo PLC,1,13425.684188923922
Richards-Lawson,1,20645.653818218918
"Conley, Banks Williamson and",1,40827.69054299902
Richardson-Wilson,1,39791.61370376692
"and Gillespie Garcia Harper,",1,16735.550351955062
"Williams Newman and Hill,",1,28638.45145624687
"Christian Alexander, Young and",1,38714.19258492289
Summers-Patel,1,30490.761608913588
"Gomez and Gonzales, Patel",1,47814.38868737944
PLC King,3,120972.10792307899
"Lyons Mendoza, and Garcia",2,76671.18565954406
Parker-Ramos,1,23927.8479839012
Inc Mcconnell,2,58579.76657526406
Greene-Miller,1,42086.17039913481
Owens-Moss,1,27626.75182889181
Porter-Mccormick,1,4362.54882751157
"Fox Young, and Velasquez",1,22826.2705264605
Ashley-Hernandez,1,17451.16320958514
Inc Miles,3,83180.64498668851
"Griffin Schwartz Mills, and",2,34158.35148291494
"Parks, and Garcia Williamson",1,47793.8334448368
Reeves-Martin,1,24726.998607604884
"Edwards King Cooper, and",1,34069.005769507785
Conway Ltd,1,27236.048036838536
"Garcia, Kim and Fisher",1,27591.915650928422
Adams-Salazar,1,8622.673688303508
Morris-Moreno,2,40000.74087672108
and Sons Kramer,1,34214.881251837374
Inc Fry,1,19316.299279644478
Haley-Fisher,1,44381.4560164749
"and Rodriguez Miller, Espinoza",1,24023.960519510973
Allen-Hill,1,16731.41934103023
Martinez-Floyd,1,16453.493730454284
"Murphy Jimenez, Gonzalez and",1,14340.578378639075
"Proctor Smith, and Larson",2,79093.51083654739
"White Gregory, and Young",1,37850.37839268756
"and Gonzalez Moore, Brooks",1,25496.976112319942
"Rice and Barry Taylor,",1,47860.96603508101
Cherry-Rosales,1,37655.43201050238
Shea-Davis,1,23447.339519386423
Conrad-Norton,1,702.8075016980936
Waters PLC,1,13024.745505101448
Perez-Martin,1,37120.62297996274
"Mason Freeman and Gray,",2,94108.82005306942
and Sons Martin,2,72711.30997241025
"and Davis Bates, Jones",2,96340.56432211622
"Golden, and Jackson Taylor",2,78349.89752858215
Gilbert-Castaneda,1,36216.158358761466
"and Adams Brown, Love",1,45136.982617103626
"Harrison and Erickson, Barnett",1,14171.989713082823
"Riley, Grimes Ruiz and",1,5823.048061307117
"and Montes Marshall Valdez,",1,6035.458068543179
Collins Sons and,2,16382.70276658954
and Johnson Sons,8,182141.67986389576
"Porter, Woods Miller and",1,37053.67374846308
Inc Robinson,10,273813.4128817707
"Wright Miller Gonzalez, and",1,31269.477608096837
"Harris Jackson Pearson, and",1,47408.57771839778
LLC Kerr,1,38842.278694480236
Nguyen-White,1,44706.97823967963
Haley PLC,2,48451.57952442372
"and King Greene Lang,",1,21761.02543499251
"Taylor Cooper, Stewart and",1,2999.148972204736
"Montes Case and Mendez,",2,21204.154370837634
"Peterson May Henry, and",1,29473.651707337496
LLC Jones,17,435557.8995748282
Romero-Murphy,1,4468.6422623501285
"Fuentes, and Morales Ramsey",2,28977.522144958286
Lynn-Garcia,1,44937.49327951392
Brown-Smith,7,183654.24717768005
"Callahan, and Horton Kramer",1,41630.55238002305
"Morgan, Lewis Collins and",1,49186.56996635825
Jimenez Inc,3,104278.23336612682
Campbell-Church,2,2696.581518018935
Moore Ltd,8,262305.0551510969
"Riley Montgomery Campbell, and",1,10445.054777343892
"Merritt, Lopez and Jones",2,60219.851114357996
"Thompson Morales, and Clark",1,34892.54138359432
Inc Hughes,2,59459.49134793028
Stevenson LLC,4,116217.50439799445
Hardin-Bennett,1,28989.9014075151
"Garner, and King Smith",1,41738.70742935922
LLC Drake,1,29560.221565136657
"Gates and Davis, Thomas",1,31625.944253486294
Harper LLC,3,80908.70935886822
Lucero-Smith,2,4687.597162578673
"and Cortez Armstrong, Diaz",1,8899.057294632768
Inc Morrow,3,114483.1196064367
"James and Shepherd, Horton",1,44182.338812446986
Schultz-Smith,1,33164.280378401025
"and Gordon, Wilkins Gardner",1,34480.12006995782
Miller-Stanley,1,19724.900951286585
Carlson-Carter,1,16596.34205643122
"Knight Mcbride, and Palmer",1,36578.193204075425
"Ballard, Baker and Cross",1,7215.008406747322
Bailey-Vaughn,1,18100.433078296373
"Conway Harper, and Ochoa",2,36966.10101493752
Hernandez-Bowman,1,42211.69309065582
"Wall Hunter, Brooks and",1,21365.80697572851
Adkins Group,1,7361.438124217134
Ltd Larsen,3,87459.05960404608
Cisneros-Randolph,2,85566.62607016407
Miles-Lee,1,40598.752403979786
and Sons Pierce,1,46509.330170914145
Ramos-Pacheco,1,19537.613893194535
PLC Grimes,2,55891.70387979964
"Hays Martinez, Ball and",1,5197.779473890836
Sullivan-Holloway,1,46904.9631603492
Gill-Fuller,1,14529.616187877333
"and Durham Jones, Flores",1,34520.4878823705
Carson-Villanueva,1,42196.8271389169
"Lopez and Colon, Garza",1,25537.18121666956
Mayo-Burnett,1,5239.848806015072
Cox Ltd,2,85143.19611798413
Russell-Gardner,2,85140.1756321813
Ross-Gonzalez,1,49295.43414384813
Meyer-Greer,1,2231.372280758469
Hartman-Kemp,1,31003.489996206074
Cameron-Alexander,1,48258.31215516783
"Smith, Salazar and Webb",1,16654.03738205746
Mcdaniel-Gonzalez,1,37911.14970519563
"Thomas Ferguson Juarez, and",1,17151.06046402974
Simmons-Torres,1,10514.417043213409
"White Evans, and Grant",1,14667.752843099704
Villarreal-Cruz,1,21168.530336516047
"Stevens, Bennett Lewis and",1,50099.25950271327
Edwards-Austin,1,14479.718290902398
Dennis Group,2,39293.043648647894
"and Brown Anderson, Moyer",1,14343.346724164005
Kim-Wong,1,19811.748226091102
"Hammond and Kelley Williams,",2,91708.87642488698
Jones-Banks,1,33832.752794736865
Sons and Larsen,1,43916.83661513621
Conrad-Wiley,1,22466.022050962027
"Bates, Cabrera Cooper and",1,39795.73552107032
"Shah and Craig, Huynh",1,14488.956170885951
"Jimenez Collins and Wilson,",1,25054.385716677036
Murphy-Hays,1,34904.23721492998
"and Patterson Kidd Kennedy,",2,92460.25630041184
Gregory-Allen,1,36903.348334436865
"Frazier, Elliott White and",1,6453.767785471198
Melton PLC,1,28346.87656676313
"Thornton, and Winters Mccarthy",2,19626.52490371202
Sons and Mccullough,1,1504.908619737278
Richmond-Taylor,1,20839.850236256265
Inc Beck,3,55251.64505265147
Guzman-Parrish,1,42748.46068324235
Sons and Hunt,1,36137.02707948647
Obrien-Wood,1,21922.34198746088
"Edwards, Mcclure and Conner",1,24513.08477839341
"Wong, Neal Miller and",1,38146.489776761635
Padilla-Flores,2,38944.84944423664
Sanchez-Smith,2,25904.959637158212
Newman-Wiggins,1,34083.47882036644
Murray-Irwin,1,20580.07903989115
"Wells and Huffman, Newman",1,2138.676336353522
Sanchez-Nelson,1,50407.50376484125
Ward-Williams,1,27457.668822917167
"and Miranda Pacheco, Drake",1,22734.456963173536
"Larson, and Barber Mckenzie",1,22560.30495436809
Jackson-Kennedy,1,3804.699231477885
Brandt-Marsh,1,34858.176872163895
"Sanchez and Patel, Hicks",1,30468.186797108625
Hammond-Austin,1,47379.16668434419
Pena LLC,1,16625.280104020414
Reid-Rangel,1,8303.079987916568
"Swanson Miles Hayes, and",1,46635.300395403145
Whitehead-Bailey,1,38923.23348195087
"Hart Rogers Myers, and",1,25088.945098284697
and Sons Bishop,3,50231.68559141082
"Harris, and Lane Wagner",1,15660.781979012638
"Smith and Hartman, Hughes",1,3834.539152399881
"Briggs and Becker, Wilkins",2,36410.20443808687
"Butler Banks, Wolfe and",1,8787.720482871222
"and Hughes Castillo, Rodgers",1,28166.712162183885
"Bauer Camacho, Keith and",1,40537.65553126179
"Carter Stephens Johnson, and",2,65148.28952601999
"Dennis, Wilson and Griffin",1,4841.6235975623895
LLC Johnston,2,50147.77927797435
Mendoza-Dougherty,1,12694.45581808511
and Sons Hall,3,74780.12955710987
Cook-Page,1,37416.76862310501
"Gates Lopez, and Spencer",1,12835.492544713654
"Gregory Evans and Bush,",2,90464.23961480545
Lopez-Allen,2,97698.44722692383
"Kelley Case and Ballard,",1,45056.68033070459
Proctor PLC,1,20895.386628996595
Terrell-Terry,2,32264.28984834474
Watkins-Parker,1,5847.782820289045
Dudley-Shepherd,1,37715.07368728253
Lowe-Fisher,1,48565.82211431631
Monroe-Johns,1,25836.128599286272
PLC Morrow,1,23938.92384395921
Dougherty-Kaufman,1,42637.30992629354
"Moore, and Richardson Hanson",1,19192.156685570913
"Martin Joseph Snyder, and",2,77864.22048715595
Valencia-Smith,1,33934.16588594659
"Oconnor and Griffith, Patterson",1,12491.931640904038
Mendoza-Morrison,2,21110.922179865844
"Butler Spencer Jones, and",1,10287.68813772677
"Santos, and Douglas Warner",1,11813.986157177505
